"medcode"	"term"	"database"
"6610051000006116"	"cannabis"	"Aurum"
"6850101000006119"	"did not attend substance misuse clinic"	"Aurum"
"6855581000006112"	"frequency of substance misuse"	"Aurum"
"6880911000006110"	"substance misuse behaviour"	"Aurum"
"6880921000006119"	"substance misuse behavior"	"Aurum"
"6880971000006118"	"substance misuse monitoring status"	"Aurum"
"7034041000006111"	"recreational drug user"	"Aurum"
"7061411000006111"	"drug abuse, continuous"	"Aurum"
"7065501000006111"	"methamphetamine dependence"	"Aurum"
"7088141000006110"	"benzodiazepine misuse"	"Aurum"
"7089431000006119"	"solvent misuse"	"Aurum"
"7091761000006116"	"amphetamine misuse"	"Aurum"
"7094161000006118"	"opiate misuse"	"Aurum"
"7094221000006119"	"cannabis misuse"	"Aurum"
"7099461000006110"	"antidepressant misuse"	"Aurum"
"7104521000006113"	"methadone misuse"	"Aurum"
"7108551000006111"	"cocaine misuse"	"Aurum"
"7259361000006116"	"drug misuse by mother"	"Aurum"
"7522331000006114"	"methamphetamine abuse"	"Aurum"
"7566361000006110"	"illicit drug use unknown"	"Aurum"
"7582881000006113"	"cannabis withdrawal"	"Aurum"
"7599021000006114"	"admitted to substance misuse detoxification centre"	"Aurum"
"7599031000006112"	"admitted to substance misuse detoxification center"	"Aurum"
"7627921000006118"	"illicit drug overdose"	"Aurum"
"7627931000006115"	"overdose of illicit drug"	"Aurum"
"7683261000006118"	"facilitation of drug abuse recovery"	"Aurum"
"7849361000006111"	"cannabis dependence with current use"	"Aurum"
"7849381000006118"	"cannabis-induced psychotic disorder"	"Aurum"
"7849721000006118"	"cannabis therapy"	"Aurum"
"7859071000006116"	"opioid dependence with current use"	"Aurum"
"7859621000006111"	"cocaine dependence with current use"	"Aurum"
"7859971000006117"	"ecstasy type drug-induced psychotic disorder"	"Aurum"
"7958211000006117"	"cocaine user"	"Aurum"
"7968671000006116"	"drug dependence in remission"	"Aurum"
"7968701000006115"	"drug abuse in remission"	"Aurum"
"8034451000006113"	"substance misuse team"	"Aurum"
"8065181000006115"	"episodic nondependent crack cocaine abuse"	"Aurum"
"8075731000006113"	"drug misuse reported by other"	"Aurum"
"8083281000006114"	"history of opiate misuse"	"Aurum"
"8083301000006113"	"history of anti-depressant misuse"	"Aurum"
"8083331000006117"	"history of barbiturate misuse"	"Aurum"
"8083361000006114"	"history of solvent misuse"	"Aurum"
"8083381000006116"	"history of cannabis misuse"	"Aurum"
"8083421000006114"	"history of crack cocaine misuse"	"Aurum"
"8083441000006119"	"history of cocaine misuse"	"Aurum"
"8083461000006115"	"history of amphetamine misuse"	"Aurum"
"8083491000006111"	"history of benzodiazepine misuse"	"Aurum"
"8083511000006117"	"history of methadone misuse"	"Aurum"
"8083531000006111"	"history of daily benzodiazepine misuse"	"Aurum"
"8083551000006116"	"history of weekly benzodiazepine misuse"	"Aurum"
"8083571000006114"	"history of infrequent benzodiazepine misuse"	"Aurum"
"8083611000006116"	"history of daily heroin misuse"	"Aurum"
"8083631000006110"	"history of weekly heroin misuse"	"Aurum"
"8083661000006118"	"history of infrequent heroin misuse"	"Aurum"
"8083681000006111"	"history of daily methadone misuse"	"Aurum"
"8083701000006114"	"history of weekly methadone misuse"	"Aurum"
"8083721000006116"	"history of infrequent methadone misuse"	"Aurum"
"8083761000006110"	"history of daily ecstasy misuse"	"Aurum"
"8083781000006117"	"history of weekly ecstasy misuse"	"Aurum"
"8083811000006115"	"history of infrequent ecstasy misuse"	"Aurum"
"8083841000006116"	"history of daily amphetamine misuse"	"Aurum"
"8083871000006112"	"history of weekly amphetamine misuse"	"Aurum"
"8083911000006110"	"history of infrequent amphetamine misuse"	"Aurum"
"8084011000006112"	"history of daily anti-depressant misuse"	"Aurum"
"8084031000006118"	"history of weekly anti-depressant misuse"	"Aurum"
"8084051000006113"	"history of infrequent anti-depressant misuse"	"Aurum"
"8084081000006117"	"history of daily opiate misuse"	"Aurum"
"8084101000006113"	"history of weekly opiate misuse"	"Aurum"
"8084121000006115"	"history of infrequent opiate misuse"	"Aurum"
"8084151000006112"	"history of daily cocaine misuse"	"Aurum"
"8084171000006119"	"history of weekly cocaine misuse"	"Aurum"
"8084191000006118"	"history of infrequent cocaine misuse"	"Aurum"
"8084221000006113"	"history of daily crack cocaine misuse"	"Aurum"
"8084241000006118"	"history of weekly crack cocaine misuse"	"Aurum"
"8084271000006114"	"history of infrequent crack cocaine misuse"	"Aurum"
"8084431000006110"	"history of infrequent barbiturate misuse"	"Aurum"
"8084471000006113"	"history of daily cannabis misuse"	"Aurum"
"8084491000006114"	"history of weekly cannabis misuse"	"Aurum"
"8084511000006115"	"history of infrequent cannabis misuse"	"Aurum"
"8084551000006119"	"history of daily solvent misuse"	"Aurum"
"8084571000006112"	"history of weekly solvent misuse"	"Aurum"
"8084601000006117"	"history of infrequent solvent misuse"	"Aurum"
"8085001000006110"	"history of heroin misuse"	"Aurum"
"8085021000006117"	"history of ecstasy misuse"	"Aurum"
"8087671000006116"	"previous history of substance misuse"	"Aurum"
"8089321000006117"	"opioid-induced mood disorder due to opioid abuse"	"Aurum"
"8089331000006119"	"opioid-induced mood disorder due to opioid dependence"	"Aurum"
"8101061000006118"	"mental health and substance misuse specialist services event"	"Aurum"
"8111361000006118"	"needle and syringe exchange"	"Aurum"
"8112131000006115"	"long-term current use of cannabis"	"Aurum"
"8191161000006117"	"name of pharmacy attended due to drug misuse"	"Aurum"
"8225001000006112"	"ecstasy"	"Aurum"
"8277711000006115"	"at risk of drug misuse"	"Aurum"
"8294231000006116"	"does not engage in substance misuse"	"Aurum"
"8296341000006111"	"brief intervention for substance misuse"	"Aurum"
"8364821000006113"	"injury following cocaine use"	"Aurum"
"8364831000006111"	"injury following cannabis use"	"Aurum"
"8364841000006118"	"injury following amphetamine use"	"Aurum"
"8364851000006116"	"injury following ecstasy use"	"Aurum"
"8364881000006112"	"injury following crack cocaine use"	"Aurum"
"8438931000006110"	"injury following methadone use"	"Aurum"
"8461031000006110"	"signposting to drug misuse service"	"Aurum"
"9356671000006113"	"cannabis hyperemesis syndrome co-occurrent and due to cannabis abuse"	"Aurum"
"9356721000006116"	"cannabis hyperemesis syndrome co-occurrent and due to cannabis dependence"	"Aurum"
"9921921000006119"	"history of intravenous drug abuse"	"Aurum"
"12008481000006114"	"cannabis resin"	"Aurum"
"12008511000006118"	"cannabis leaf"	"Aurum"
"12008531000006112"	"cannabis oil"	"Aurum"
"12186321000006111"	"methadone product"	"Aurum"
"12626671000006112"	"provision of information about cannabis use"	"Aurum"
"13517831000006115"	"intoxication caused by recreational drug misuse"	"Aurum"
"13670221000006119"	"opioid dependence service"	"Aurum"
"13940401000006110"	"amfetamine and amfetamine derivative drug dependence"	"Aurum"
"13940411000006113"	"amphetamine and amphetamine derivative drug dependence"	"Aurum"
"13949481000006113"	"deep vein thrombosis of lower extremity due to intravenous drug use"	"Aurum"
"14309831000006114"	"date stopped drug misuse"	"Aurum"
"14358081000006115"	"under care of substance misuse service"	"Aurum"
"14682771000006117"	"amfetamine and/or amfetamine derivative drug dependence"	"Aurum"
"15015821000006116"	"substance dependence"	"Aurum"
"15017721000006118"	"substance dependence in remission"	"Aurum"
"15018021000006119"	"combined opioid with non-opioid substance dependence"	"Aurum"
"15018031000006116"	"combined substance dependence, excluding opioids"	"Aurum"
"15018071000006118"	"combined opioid with non-opioid substance dependence, continuous"	"Aurum"
"15018081000006115"	"combined opioid with non-opioid substance dependence in remission"	"Aurum"
"15018091000006117"	"combined substance dependence, excluding opioid, in remission"	"Aurum"
"15107431000006119"	"mda (3,4-methylenedioxyamphetamine - ecstasy) mass concentration in urine"	"Aurum"
"15443071000006111"	"cannabis-filled electronic cigarette user"	"Aurum"
"16074951000006110"	"harmful pattern of use of cannabis"	"Aurum"
"16079391000006116"	"nondependent harmful pattern of use of cannabis"	"Aurum"
"16079411000006116"	"episodic nondependent harmful pattern of use of cannabis"	"Aurum"
"109558"	"injects drugs subcutaneously"	"Gold"
"37770"	"accidental poisoning by cannabis derivatives"	"Gold"
"37389"	"[x]mental & behav dis due cannabinoids: acute intoxication"	"Gold"
"92359"	"h/o weekly ecstasy misuse"	"Gold"
"97586"	"shared care drug misuse treatment - enhanced services admin"	"Gold"
"98566"	"pharmacy attended for drug misuse - enhanced services admin"	"Gold"
"21662"	"[x]drug addiction - cannabis"	"Gold"
"53071"	"nondependent cannabis abuse in remission"	"Gold"
"46896"	"nondependent cocaine abuse, continuous"	"Gold"
"106802"	"drug misuse clinic administration"	"Gold"
"97031"	"ecstasy misuse"	"Gold"
"63076"	"nondependent other drug abuse, unspecified"	"Gold"
"91260"	"combined drug dependence, excluding opioid, unspecified"	"Gold"
"89930"	"previous history of solvent misuse"	"Gold"
"93109"	"h/o weekly methadone misuse"	"Gold"
"60676"	"[x]mental/behav dis multi drg use/psychoac subs: acute intox"	"Gold"
"94693"	"abstinent from drug misuse when receiving blocking therapy"	"Gold"
"116730"	"[x]men/behav dis due to use seds/hypntcs: oth men/behav disd"	"Gold"
"40536"	"nondependent opioid abuse, unspecified"	"Gold"
"101724"	"h/o major tranquilliser misuse"	"Gold"
"24616"	"cannabis dependence, unspecified"	"Gold"
"54983"	"[x]mental & behav dis due to hallucinogens: psychotic disord"	"Gold"
"88760"	"h/o daily opiate misuse"	"Gold"
"49585"	"amphetamine or psychostimulant dependence, episodic"	"Gold"
"97698"	"poly-drug misuser"	"Gold"
"40781"	"other specified drug dependence nos"	"Gold"
"92232"	"h/o daily benzodiazepine misuse"	"Gold"
"98528"	"long-term drug misuser"	"Gold"
"62717"	"combined drug dependence, excluding opioid, episodic"	"Gold"
"51197"	"other specified drug dependence"	"Gold"
"14809"	"combined drug dependence, excluding opioids"	"Gold"
"32709"	"previously injecting drug user"	"Gold"
"42140"	"nondependent cannabis abuse, unspecified"	"Gold"
"88990"	"h/o daily crack cocaine misuse"	"Gold"
"111914"	"substance abuse counselling"	"Gold"
"99429"	"h/o weekly solvent misuse"	"Gold"
"48131"	"nondependent hallucinogen abuse nos"	"Gold"
"64277"	"combined opioid with other drug dependence, episodic"	"Gold"
"59533"	"intramuscular drug user"	"Gold"
"30251"	"intravenous drug user"	"Gold"
"52815"	"[x]mental and behav dis due to vol solvents: dependence synd"	"Gold"
"5610"	"nondependent hallucinogen abuse"	"Gold"
"92993"	"h/o infrequent benzodiazepine misuse"	"Gold"
"34115"	"lifestyle advice regarding drug misuse"	"Gold"
"110153"	"misuses drugs rectally"	"Gold"
"71086"	"hallucinogen dependence, continuous"	"Gold"
"11840"	"cocaine type drug dependence"	"Gold"
"52953"	"nondependent mixed drug abuse, episodic"	"Gold"
"38360"	"amphetamine or psychostimulant dependence, continuous"	"Gold"
"33942"	"cocaine drug dependence nos"	"Gold"
"24441"	"opioid drug dependence nos"	"Gold"
"29446"	"drug dependence nos"	"Gold"
"30679"	"drug dependence home detoxification"	"Gold"
"5105"	"drug dependence"	"Gold"
"65681"	"[x]mental and behav dis due cannabinoids: withdrawal state"	"Gold"
"58145"	"follow up substance misuse assessment"	"Gold"
"72663"	"substance misuse clinical management plan reviewed"	"Gold"
"91277"	"substance misuse treatment programme completed"	"Gold"
"84156"	"previous history of cocaine misuse"	"Gold"
"90109"	"h/o weekly cocaine misuse"	"Gold"
"101394"	"time since stopped drug misuse"	"Gold"
"31213"	"substance misuse monitoring"	"Gold"
"43901"	"nondependent cocaine abuse, episodic"	"Gold"
"38125"	"subcutaneous drug user"	"Gold"
"26831"	"nondependent opioid abuse"	"Gold"
"64500"	"pregnancy and drug dependence"	"Gold"
"52846"	"nondependent other drug abuse in remission"	"Gold"
"97028"	"illicit drug use"	"Gold"
"53678"	"combined drug dependence, excluding opioid, continuous"	"Gold"
"86034"	"[x]mental behav disorders due use crack cocaine: harmful use"	"Gold"
"86754"	"h/o daily cannabis misuse"	"Gold"
"86002"	"h/o daily heroin misuse"	"Gold"
"88372"	"previous history of heroin misuse"	"Gold"
"113345"	"nondependent antidepressant type drug abuse, episodic"	"Gold"
"42923"	"cannabis dependence, continuous"	"Gold"
"7747"	"nondependent abuse of drugs"	"Gold"
"64269"	"other specified drug dependence in remission"	"Gold"
"114624"	"substance misuse monitoring annual review"	"Gold"
"25448"	"nondependent cannabis abuse, episodic"	"Gold"
"73448"	"hallucinogen dependence, episodic"	"Gold"
"34249"	"[x]mental and behav dis due to use opioids: dependence syndr"	"Gold"
"97025"	"drug misuse behaviour"	"Gold"
"100477"	"misused drugs in past"	"Gold"
"102582"	"[x]mental behav disorders due use crack cocaine: depend synd"	"Gold"
"68150"	"hallucinogen dependence nos"	"Gold"
"33462"	"cannabis drug dependence nos"	"Gold"
"112910"	"substance misuse treatment not available"	"Gold"
"54356"	"drug abuse monitoring"	"Gold"
"109149"	"novel psychoactive substance misuse"	"Gold"
"60985"	"drug dependence home detoxification contraindicated"	"Gold"
"94436"	"nondependent antidepressant type drug abuse nos"	"Gold"
"85671"	"previous history of crack cocaine misuse"	"Gold"
"90271"	"h/o weekly crack cocaine misuse"	"Gold"
"41039"	"preoccupied with substance misuse"	"Gold"
"106999"	"frequency of drug misuse"	"Gold"
"25352"	"cocaine abuse assessment profile"	"Gold"
"94686"	"self referral to substance misuse service"	"Gold"
"109471"	"h/o infrequent solvent misuse"	"Gold"
"106342"	"h/o infrequent methadone misuse"	"Gold"
"92404"	"h/o daily methadone misuse"	"Gold"
"64265"	"combined opioid with other drug dependence, continuous"	"Gold"
"83564"	"h/o infrequent cannabis misuse"	"Gold"
"100178"	"admission to substance misuse detoxification centre"	"Gold"
"36241"	"[x]mental and behav dis due to use opioids: withdrawal state"	"Gold"
"101377"	"h/o weekly opiate misuse"	"Gold"
"20962"	"episodic opioid dependence"	"Gold"
"25175"	"misuse of prescription only drugs"	"Gold"
"114323"	"[x]mental and behav dis due to use cocaine: amnesic syndrome"	"Gold"
"39983"	"nondependent cannabis abuse, continuous"	"Gold"
"30652"	"o/e - signs of drug withdrawal"	"Gold"
"67098"	"drug dependence during pregnancy - baby not yet delivered"	"Gold"
"37472"	"amphetamine or psychostimulant dependence, unspecified"	"Gold"
"110044"	"h/o novel psychoactive substance misuse"	"Gold"
"25646"	"amphetamine or psychostimulant dependence nos"	"Gold"
"38429"	"[x]mental & behav dis due to cannabinoids: psychotic disordr"	"Gold"
"93412"	"substance misuse"	"Gold"
"69977"	"current non recreational drug user"	"Gold"
"56504"	"[x]mental and behav dis due to cannabinoids: dependence synd"	"Gold"
"25925"	"prolonged high dose use of cannabis"	"Gold"
"109647"	"witness to adult substance misuse"	"Gold"
"96198"	"h/o hallucinogen misuse"	"Gold"
"58934"	"nondependent cocaine abuse in remission"	"Gold"
"95396"	"h/o daily solvent misuse"	"Gold"
"36223"	"sedative dependence"	"Gold"
"23436"	"barbiturate dependence"	"Gold"
"460"	"benzodiazepine dependence"	"Gold"
"64316"	"nondependent other drug abuse nos"	"Gold"
"116751"	"[x]ment/behav dis due use seds/hypntcs: unsp ment/behav disd"	"Gold"
"90664"	"h/o daily amphetamine misuse"	"Gold"
"88781"	"h/o infrequent amphetamine misuse"	"Gold"
"64983"	"nondependent other drug abuse, episodic"	"Gold"
"91029"	"h/o infrequent opiate misuse"	"Gold"
"111927"	"abstinent from drug misuse in protected environment"	"Gold"
"72342"	"combined drug dependence, excluding opioid, nos"	"Gold"
"86035"	"h/o crack cocaine misuse"	"Gold"
"109849"	"previous history of barbiturate misuse"	"Gold"
"116160"	"h/o weekly barbiturate misuse"	"Gold"
"26061"	"combined opioid with other drug dependence"	"Gold"
"115070"	"smr25b drug misuse follow up assessment form"	"Gold"
"93193"	"previous history of hallucinogen misuse"	"Gold"
"110260"	"substance misuse monitoring 6 month review"	"Gold"
"16243"	"opioid type drug dependence"	"Gold"
"110831"	"h/o daily hallucinogen misuse"	"Gold"
"93263"	"h/o barbiturate misuse"	"Gold"
"104223"	"maternal drug misuse"	"Gold"
"32887"	"hallucinogen dependence"	"Gold"
"28766"	"persistent substance misuse"	"Gold"
"70578"	"hallucinogen dependence in remission"	"Gold"
"101738"	"[x]mental behav disord due crack cocaine: withdrawal state"	"Gold"
"72564"	"other specified drug dependence, episodic"	"Gold"
"106143"	"previous history of anti-depressant misuse"	"Gold"
"12856"	"referral to drug abuse counsellor"	"Gold"
"44330"	"[x]mental and behav dis due to seds/hypntcs: dependence synd"	"Gold"
"52739"	"[x]men & behav dis due to use opioids: oth men & behav dis"	"Gold"
"91939"	"substance misuse treatment withdrawn"	"Gold"
"96009"	"substance misuse treatment declined"	"Gold"
"112967"	"declined to give substance misuse history"	"Gold"
"106290"	"declined consent for notification of drug misuse"	"Gold"
"22530"	"initial substance misuse assessment"	"Gold"
"45550"	"substance misuse clinical management plan agreed"	"Gold"
"14419"	"urine cannabinoids screen"	"Gold"
"87002"	"h/o infrequent cocaine misuse"	"Gold"
"85091"	"h/o daily cocaine misuse"	"Gold"
"34398"	"drug misuse - enhanced services administration"	"Gold"
"97648"	"occasional drug user"	"Gold"
"12651"	"h/o: drug abuse"	"Gold"
"3635"	"nondependent cannabis abuse"	"Gold"
"98763"	"smr25a drug misuse initial assessment form"	"Gold"
"56194"	"combined opioid with other drug dependence, unspecified"	"Gold"
"95956"	"nondependent hallucinogen abuse, episodic"	"Gold"
"73737"	"combined opioid with other drug dependence nos"	"Gold"
"87502"	"h/o weekly cannabis misuse"	"Gold"
"93554"	"h/o weekly heroin misuse"	"Gold"
"89145"	"h/o infrequent heroin misuse"	"Gold"
"25748"	"cocaine dependence, continuous"	"Gold"
"71761"	"caap - cocaine abuse assessment profile"	"Gold"
"67491"	"[x]mental and behav dis due to use hallucinogens: harmfl use"	"Gold"
"49565"	"[x]mental & behav dis due to use cocaine: psychotic disorder"	"Gold"
"40317"	"methadone poisoning"	"Gold"
"42649"	"substance misuse management stopped - self withdrawal"	"Gold"
"115756"	"h/o infrequent hallucinogen misuse"	"Gold"
"35286"	"substance misuse decreased"	"Gold"
"116670"	"[x]ment & behav dis due use cocaine: unsp ment & behav dis"	"Gold"
"28976"	"drug addiction detoxification therapy - methadone"	"Gold"
"64382"	"nondependent opioid abuse, episodic"	"Gold"
"33876"	"adverse reaction to cannabis"	"Gold"
"102572"	"substance misuse assessment"	"Gold"
"10655"	"[x]mental and behavioural disorders due to use cannabinoids"	"Gold"
"64338"	"nondependent cocaine abuse nos"	"Gold"
"21087"	"ecstasy type drug dependence"	"Gold"
"10860"	"nondependent cocaine abuse"	"Gold"
"70900"	"combined drug dependence, excluding opioid, in remission"	"Gold"
"82476"	"previous history of cannabis misuse"	"Gold"
"85097"	"h/o methadone misuse"	"Gold"
"8284"	"cannabis type drug dependence"	"Gold"
"98221"	"seen in substance misuse clinic"	"Gold"
"113793"	"nondependent antidepressant type drug abuse, unspecified"	"Gold"
"50964"	"[x]mental & behav dis due to use opioids: psychotic disorder"	"Gold"
"102475"	"[x]mental behav disord due crack cocaine: psychotic disorder"	"Gold"
"61342"	"[x]mental and behav dis due seds/hypntcs: withdrawal state"	"Gold"
"91801"	"[x]ment & behav dis due use opioids: unsp ment & behav dis"	"Gold"
"16374"	"methadone dependence"	"Gold"
"81441"	"h/o ecstasy misuse"	"Gold"
"106365"	"benzodiazepine dependence detoxification"	"Gold"
"93528"	"h/o daily major tranquilliser misuse"	"Gold"
"85096"	"h/o amphetamine misuse"	"Gold"
"96925"	"heroin misuse"	"Gold"
"90442"	"h/o infrequent ecstasy misuse"	"Gold"
"109137"	"drug misuser in household"	"Gold"
"88782"	"h/o weekly amphetamine misuse"	"Gold"
"83574"	"previous history of amphetamine misuse"	"Gold"
"91256"	"previous history of opiate misuse"	"Gold"
"36231"	"cannabis poisoning"	"Gold"
"8870"	"maternal drug abuse"	"Gold"
"25526"	"nondependent cannabis abuse nos"	"Gold"
"50136"	"[x]mental & behav dis due vol solvents: acute intoxication"	"Gold"
"67535"	"[x]mental and behav dis due to use cocaine: withdrawal state"	"Gold"
"73294"	"abstinent from drug misuse in normal environment"	"Gold"
"111787"	"[x]men & behav dis due cocaine: withdrawl state wth delirium"	"Gold"
"96149"	"paternal drug misuse"	"Gold"
"85834"	"h/o benzodiazepine misuse"	"Gold"
"63379"	"drug dependence during pregnancy - baby delivered"	"Gold"
"103881"	"h/o daily anti-depressant misuse"	"Gold"
"64308"	"[x]men/behav dis due to use cannabinoids: oth men/behav disd"	"Gold"
"93774"	"h/o weekly benzodiazepine misuse"	"Gold"
"82471"	"h/o cocaine misuse"	"Gold"
"9024"	"drug dependence therapy"	"Gold"
"30465"	"dna - did not attend substance misuse clinic"	"Gold"
"110232"	"on substance misuse programme"	"Gold"
"96049"	"substance misuse structured counselling"	"Gold"
"59009"	"[x]mental and behav dis due volatile solvents: harmful use"	"Gold"
"25808"	"cocaine dependence, unspecified"	"Gold"
"38034"	"unspecified opioid dependence"	"Gold"
"62887"	"nondependent mixed drug abuse, continuous"	"Gold"
"49618"	"current drug user"	"Gold"
"59676"	"other specified drug dependence, unspecified"	"Gold"
"53008"	"nondependent mixed drug abuse"	"Gold"
"64210"	"[x]mental & behav dis due seds/hypntcs: acute intoxication"	"Gold"
"116216"	"refer to mh services deferred until substance misuse resolvd"	"Gold"
"95953"	"nondependent opioid abuse in remission"	"Gold"
"97561"	"[x]mental and behav dis due to use cannabinoids: amnesic syn"	"Gold"
"27960"	"opioid dependence in remission"	"Gold"
"34504"	"newborn drug withdrawal syndrome"	"Gold"
"111361"	"previous history of major tranquilliser misuse"	"Gold"
"3565"	"suspected drug abuse"	"Gold"
"85956"	"history of substance misuse"	"Gold"
"93980"	"opioid agonist substitution therapy"	"Gold"
"98618"	"[x]mental & behav dis due to vol solvents: psychotic disordr"	"Gold"
"82479"	"h/o heroin misuse"	"Gold"
"8463"	"[v]drug abuse counselling and surveillance"	"Gold"
"42257"	"intranasal drug user"	"Gold"
"30550"	"never injecting drug user"	"Gold"
"50302"	"[x]mental and behav dis due to use cocaine: dependence syndr"	"Gold"
"52765"	"cocaine dependence in remission"	"Gold"
"56179"	"[x]mental and behav dis due hallucinogens: withdrawal state"	"Gold"
"52794"	"cannabis dependence, episodic"	"Gold"
"8490"	"drug user"	"Gold"
"24998"	"other specified drug dependence, continuous"	"Gold"
"109544"	"injects drugs intramuscularly"	"Gold"
"93407"	"[x]mental and behav dis due to use seds/hypntcs: harmful use"	"Gold"
"93850"	"referral to substance misuse service"	"Gold"
"95380"	"h/o daily ecstasy misuse"	"Gold"
"62490"	"drug misuse - enhanced service completed"	"Gold"
"97676"	"drug misuse treatment primary care - enhanced services admin"	"Gold"
"89698"	"previous history of ecstasy misuse"	"Gold"
"52451"	"combined opioid with other drug dependence in remission"	"Gold"
"95955"	"nondependent hallucinogen abuse, continuous"	"Gold"
"69138"	"[x]mental & behav dis due to seds/hypntcs: psychotic disordr"	"Gold"
"58731"	"nondependent opioid abuse, continuous"	"Gold"
"62106"	"[x]men & beh dis vol solvents: withdrawal state wth delirium"	"Gold"
"68327"	"abstinent from drug misuse on maintenance replacement"	"Gold"
"94554"	"abstinent from substance misuse"	"Gold"
"91577"	"[x]ment behav dis due crack cocaine: unsp ment and behav dis"	"Gold"
"63285"	"abstinent from drug misuse"	"Gold"
"3844"	"drug withdrawal syndrome"	"Gold"
"86036"	"h/o opiate misuse"	"Gold"
"64987"	"[x]ment/behav dis due use cannabinoids: unsp ment/behav disd"	"Gold"
"103241"	"shared care drug misuse treatment"	"Gold"
"111460"	"pharmacy attended for drug misuse"	"Gold"
"21096"	"[v]personal history of psychoactive substance abuse"	"Gold"
"33838"	"nondependent mixed drug abuse nos"	"Gold"
"27652"	"[x]men & beh dis due opioids: resid & late-onset psychot dis"	"Gold"
"56337"	"nondependent mixed drug abuse, unspecified"	"Gold"
"102591"	"[x]men & beh dis due cocaine: resid & late-onset psychot dis"	"Gold"
"97578"	"misuses drugs"	"Gold"
"84215"	"h/o solvent misuse"	"Gold"
"50343"	"[x]mental and behav dis due to use cannabinoids: harmful use"	"Gold"
"37568"	"[x]mental and behav dis due to use of opioids: harmful use"	"Gold"
"78442"	"h/o cannabis misuse"	"Gold"
"42921"	"drug withdrawal regime"	"Gold"
"32931"	"nondependent cocaine abuse, unspecified"	"Gold"
"88844"	"h/o infrequent crack cocaine misuse"	"Gold"
"66187"	"[x]mental & behav dis due hallucinogens: acute intoxicatn"	"Gold"
"38029"	"misuses drugs orally"	"Gold"
"54800"	"nondependent other drug abuse, continuous"	"Gold"
"51052"	"drug addiction detoxification therapy - buprenorphine"	"Gold"
"107355"	"seen in drug misuse clinic"	"Gold"
"32653"	"drug dependence self detoxification"	"Gold"
"16161"	"nondependent other drug abuse"	"Gold"
"113015"	"[x]men & behav dis due to use cocaine: oth men & behav dis"	"Gold"
"92291"	"[x]ment/behav dis due use hallucinogens: unsp ment/behav dis"	"Gold"
"91848"	"previous history of benzodiazepine misuse"	"Gold"
"47739"	"[x]mental and behav dis due to use of cocaine: harmful use"	"Gold"
"103991"	"[x]mental and behav dis due to use opioids: amnesic syndrome"	"Gold"
"49068"	"[x]ment/behav dis due use vol solvents: unsp ment/behav dis"	"Gold"
"39836"	"cocaine dependence, episodic"	"Gold"
"65826"	"[x]mental and behav dis due to hallucinogens: dependence syn"	"Gold"
"44991"	"cannabis dependence in remission"	"Gold"
"86771"	"previous history of methadone misuse"	"Gold"
"46800"	"amphetamine or psychostimulant dependence in remission"	"Gold"
"43075"	"continuous opioid dependence"	"Gold"
"30711"	"[v]personal history of drug abuse by injection"	"Gold"
"92353"	"hallucinogen dependence, unspecified"	"Gold"
"46962"	"nondependent antidepressant type drug abuse"	"Gold"
"100935"	"health problem secondary to drug misuse"	"Gold"
"37544"	"ecstasy poisoning"	"Gold"
"9273"	"substance abuse counselling"	"Gold"
"108288"	"in-house substance misuse treatment"	"Gold"
"67462"	"nondependent hallucinogen abuse in remission"	"Gold"
"42456"	"[x]mental & behav dis due to use opioids: acute intoxication"	"Gold"
"101892"	"age at starting drug misuse"	"Gold"
"60420"	"[x]ment behav dis due use crack cocaine: acute intoxication"	"Gold"
"107755"	"urine methadone positive"	"Gold"
"71060"	"nondependent hallucinogen abuse, unspecified"	"Gold"
"69508"	"nondependent opioid abuse nos"	"Gold"
"22079"	"injecting drug user"	"Gold"
"112811"	"[x]mental and behav dis due vol solvents: withdrawal state"	"Gold"
"113908"	"honosca item 4 - alcohol, substance/solvent misuse"	"Gold"
"111007"	"drug misuse treatment in primary care"	"Gold"
"28642"	"substance misuse increased"	"Gold"
"111865"	"[x]men/behav dis due to use hallucinogens: oth men/behav dis"	"Gold"
"49566"	"[x]mental & behav dis due to use cocaine: acute intoxication"	"Gold"
"99798"	"h/o anti-depressant misuse"	"Gold"
"52842"	"nondependent mixed drug abuse in remission"	"Gold"
