"medcodeid"	"term"
"913451000006117"	"type 1 diabetes mellitus with renal complications"
"913461000006115"	"type i diabetes mellitus with renal complications"
"913471000006110"	"insulin-dependent diabetes mellitus with ophthalmic comps"
"913481000006113"	"type 1 diabetes mellitus with ophthalmic complications"
"913491000006111"	"type i diabetes mellitus with ophthalmic complications"
"913501000006115"	"insulin-dependent diabetes mellitus with neurological comps"
"913511000006117"	"type 1 diabetes mellitus with neurological complications"
"913521000006113"	"neurological disorder with type 1 diabetes mellitus"
"913531000006111"	"insulin dependent diabetes mellitus with multiple complicat"
"913541000006118"	"type 1 diabetes mellitus with multiple complications"
"913551000006116"	"type i diabetes mellitus with multiple complications"
"913591000006110"	"skin ulcer associated with diabetes mellitus"
"913621000006112"	"insulin dependent diabetes mellitus with gangrene"
"913651000006115"	"insulin dependent diabetes mellitus with retinopathy"
"913661000006118"	"retinopathy with type 1 diabetes mellitus"
"913671000006113"	"type i diabetes mellitus with retinopathy"
"913681000006111"	"insulin dependent diabetes mellitus - poor control"
"913711000006112"	"insulin dependent diabetes maturity onset"
"913771000006115"	"insulin dependent diabetes mellitus with mononeuropathy"
"913781000006117"	"type 1 diabetes mellitus with mononeuropathy"
"913791000006119"	"type i diabetes mellitus with mononeuropathy"
"913801000006118"	"insulin dependent diabetes mellitus with polyneuropathy"
"913811000006115"	"type 1 diabetes mellitus with polyneuropathy"
"913821000006111"	"type i diabetes mellitus with polyneuropathy"
"913831000006114"	"insulin dependent diabetes mellitus with nephropathy"
"913851000006119"	"type i diabetes mellitus with nephropathy"
"913891000006113"	"insulin dependent diabetes mellitus with diabetic cataract"
"913901000006112"	"type 1 diabetes mellitus with diabetic cataract"
"913911000006110"	"type i diabetes mellitus with diabetic cataract"
"913921000006119"	"insulin dependent diab mell with peripheral angiopathy"
"913931000006116"	"type 1 diabetes mellitus with peripheral angiopathy"
"913941000006114"	"peripheral angiopathy due to type 1 diabetes mellitus"
"913981000006115"	"insulin dependent diab mell with neuropathic arthropathy"
"914041000006111"	"type ii diabetes mellitus with renal complications"
"914051000006113"	"disorder of eye with type 2 diabetes mellitus"
"914061000006110"	"type ii diabetes mellitus with ophthalmic complications"
"914071000006115"	"neurologic disorder associated with type 2 diabetes mellitus"
"914081000006117"	"type ii diabetes mellitus with neurological complications"
"914151000006112"	"retinopathy with type 2 diabetes mellitus"
"914161000006114"	"type ii diabetes mellitus with retinopathy"
"914221000006113"	"type 2 diabetes mellitus with mononeuropathy"
"914231000006111"	"type ii diabetes mellitus with mononeuropathy"
"914241000006118"	"polyneuropathy due to type 2 diabetes mellitus"
"914251000006116"	"type ii diabetes mellitus with polyneuropathy"
"914261000006119"	"diabetes type 2 with nephropathy"
"914271000006114"	"type ii diabetes mellitus with nephropathy"
"914301000006111"	"type 2 diabetes mellitus with diabetic cataract"
"914311000006114"	"type ii diabetes mellitus with diabetic cataract"
"914391000006116"	"insulin treated type 2 diabetes mellitus"
"918281000006116"	"pt advised re diabetic diet"
"928461000006119"	"persistent proteinuria associated with type 1 diabetes mellitus"
"928471000006114"	"type i diabetes mellitus with persistent proteinuria"
"928491000006110"	"type i diabetes mellitus with persistent microalbuminuria"
"928501000006119"	"ketoacidosis in type 1 diabetes mellitus"
"928511000006116"	"type i diabetes mellitus with ketoacidosis"
"928521000006112"	"ketoacidotic coma in type 1 diabetes mellitus"
"928531000006110"	"type i diabetes mellitus with ketoacidotic coma"
"928541000006117"	"persistent proteinuria associated with type 2 diabetes mellitus"
"928551000006115"	"type ii diabetes mellitus with persistent proteinuria"
"928561000006118"	"persistent microalbuminuria associated with type 2 diabetes mellitus"
"928571000006113"	"type ii diabetes mellitus with persistent microalbuminuria"
"928581000006111"	"ketoacidosis in type 2 diabetes mellitus"
"928591000006114"	"type ii diabetes mellitus with ketoacidosis"
"928601000006118"	"ketoacidotic coma in type 2 diabetes mellitus"
"928611000006115"	"ketoacidotic coma in type ii diabetes mellitus"
"931191000006110"	"excepted from diabetes quality indicators - patient unsuitable"
"932641000006116"	"diabetes with coma"
"933231000006118"	"hypo states in diabetes"
"938301000006114"	"exudative maculopathy with type 1 diabetes mellitus"
"938311000006112"	"type i diabetes mellitus with exudative maculopathy"
"938321000006116"	"exudative maculopathy associated with type 2 diabetes mellitus"
"938331000006118"	"exudative maculopathy with type 2 diabetes mellitus"
"958321000006115"	"dhds pilot project outcome - new diagnosis diabetes"
"967681000006119"	"fibrocalculous pancreatic diabetes"
"967701000006116"	"lipoatrophic diabetes mellitus"
"975251000006111"	"o/e - right eye stable treated proliferative diabetic retinopathy"
"975261000006113"	"o/e - left eye stable treated proliferative diabetic retinopathy"
"978651000006118"	"family/carer referral to diabetes structured education programme"
"979861000006114"	"family/carer attended diabetes structured education programme"
"987441000006113"	"six month diabetic review"
"1065811000000118"	"discharged from diabetes shared care programme"
"1139821000000110"	"unsuitable for diabetes year of care programme"
"1139861000000119"	"declined consent for diabetes year of care programme"
"1164191000000111"	"education about self management of diabetes"
"1177721000000112"	"diabetic on subcutaneous treatment"
"1550571000000114"	"jamaica type diabetes"
"1583891000006119"	"ineligib for diab. eye screen: no longer categorised as diabetic"
"1627291000006113"	"did not complete desmond diabetes structured education programme"
"1628311000006111"	"did not complete xpert diabetes structured education programme"
"1628621000006112"	"did not attend desmond diabetes structured education programme"
"1658821000000117"	"diabetic dietary review"
"1658861000000113"	"type i diabetic dietary review"
"1658901000000118"	"type ii diabetic dietary review"
"1658941000000115"	"diabetic dietary review declined"
"1665721000000112"	"type 2 diabetic dietary review"
"1665751000000119"	"type 1 diabetic dietary review"
"1666911000000113"	"o/e - left diabetic foot at increased risk"
"1666931000000117"	"o/e - right diabetic foot at increased risk"
"1667891000000113"	"hyperosmolar non-ketotic state in type ii diabetes mellitus"
"1667921000000117"	"type ii diabetes mellitus with gastroparesis"
"1667941000000112"	"type i diabetes mellitus with gastroparesis"
"1682801000006113"	"diabetic sick day rules advice"
"1694761000006113"	"newly diagnosed diabetes"
"1696331000006114"	"diabetic dermopathy"
"1713371000006112"	"diabetic medicine"
"1734281000000117"	"diabetic erectile dysfunction review"
"1734721000000114"	"assessment of diabetic erectile dysfunction"
"1754911000006114"	"excepted from diabetes quality indicators: service unavailable"
"1755441000006119"	"diabetes monitoring invitation by short message service text messaging"
"1759911000000118"	"diabetes care plan declined"
"1763361000006116"	"participant in ascend(a study of cardiovascu.events in diabetes)"
"1767201000006118"	"diabetic pre-pregnancy education"
"1773381000006119"	"seen in in-house nurse-led diabetic clinic"
"1775381000006118"	"referred to diabetes service"
"1776171000006113"	"staff group: nursing - diabetic nursing/liaison"
"1776581000006117"	"reason for referral: diabetes"
"1780981000006115"	"diabetic on non-insulin injectable"
"1784621000006118"	"referral to diabetes education and self management for ongoing and newly diagnosed structured programme declined"
"1804191000006114"	"diabetic retinopathy screen done by optician"
"1822391000006114"	"date other antidiabetic drug started"
"1823921000006119"	"diabetes mellitus confirmed"
"1824081000006117"	"diabetes clinical pathway protocol followed"
"1824931000006119"	"home visit for diabetes monitoring"
"1839671000006113"	"diabetic short review"
"1842001000006118"	"diabetic annual review by practice nurse"
"1848531000006116"	"diabetes insipidus, diabetes mellitus, optic atrophy and deafness"
"1850931000006111"	"reason for influenza vaccine - diabetes mellitus"
"1855351000006110"	"conversion to insulin by diabetic specialist nurse"
"1856641000006113"	"diabetes monitoring in primary care"
"1856651000006110"	"diabetes monitoring in secondary care"
"1856661000006112"	"diabetes treatment type"
"1868141000006110"	"referral to dafne diabetes structured education programme declined"
"1873301000006114"	"care contact service: diabetes"
"1876341000006117"	"diabetic 3 month review"
"1877371000006111"	"diabetes clinical management plan no longer in place"
"1884591000006118"	"further diabetic monitoring"
"1891061000006117"	"participant in diabetes aerobic and resistance exercise study"
"1916521000006118"	"access to online patient diabetes education given"
"1918361000006116"	"diabetes care planning test results sent to patient"
"1920661000006119"	"unsuitable for desmond diabetes structured education programme"
"1932051000006114"	"3d study - problems with diabetes management"
"1935341000006117"	"patient in diabetes study"
"1946681000006112"	"provision of written information about diabetes & hypertensn"
"1946691000006110"	"provision of written information about diabetes and hypertension"
"1946711000006113"	"provision of written information about diabetes and high cholesterol"
"1947151000006112"	"joint consultation with practice nurse and community diabetes specialist nurse"
"1947161000006114"	"joint consultation with general practitioner and community diabetes specialist nurse"
"1954041000006119"	"diabetic - uses carbohydrate counting"
"1955171000006110"	"keele enhance trial - diabetic review"
"1957911000006111"	"h/o: hypoglycaemic event in diabetes"
"1960611000006113"	"diabetic foot examination - action required"
"1960621000006117"	"diabetic foot examination - no action required"
"1966311000006116"	"diabetic on oral treatment and glucagon-like peptide 1 receptor agonist"
"1966321000006112"	"diabetic on insulin and glucagon-like peptide 1 receptor agonist"
"1966441000006113"	"recommendation to self-refer for diabetes structured education"
"1967341000006115"	"not suitable for desmond (diabetes education and self management for ongoing and newly diagnosed) programme"
"1968641000006114"	"maturity-onset diabetes of the young, type 5"
"1979691000006117"	"liverpool diabetes pilot administration"
"1979721000006110"	"liverpool diabetes pilot - support option 1"
"1979731000006113"	"liverpool diabetes pilot - support option 2"
"1979741000006115"	"liverpool diabetes pilot - support option 3"
"1979751000006118"	"liverpool diabetes pilot - support option 4"
"1979761000006116"	"liverpool diabetes pilot - support option 5"
"1984081000006115"	"manchester triage - diabetes"
"1987971000006114"	"x-pert first steps diabetes self-management programme completed"
"1988741000006117"	"pregnancy and non-insulin-dependent diabetes mellitus"
"2014951000006115"	"new diabetic foot ulcer"
"2115761000000117"	"diabetes self-management plan review"
"2116661000000116"	"referral to community diabetes service"
"2117891000000114"	"diabetes self-management plan agreed"
"2156571000000116"	"provision of diabetes clinical summary"
"2176771000000110"	"referral to community diabetes specialist nurse declined"
"2182651000000118"	"referral to community diabetes clinic"
"2205911000000116"	"diabetes clinical pathway"
"2220161000000117"	"provision of written information about diabetes and driving"
"2243331000000115"	"erectile dysfunction due to diabetes mellitus"
"2262381000000117"	"conversion to insulin by diabetes specialist nurse"
"2279261000000115"	"education about diabetes and driving"
"2279291000000114"	"advice about diabetes and driving"
"2283241000000113"	"diabetes structured education programme not available"
"2287311000000111"	"diabetes year of care annual review"
"2287971000000119"	"diabetes mellitus in remission"
"2288011000000114"	"type i diabetes mellitus in remission"
"2288041000000110"	"type 1 diabetes mellitus in remission"
"2288061000000111"	"type ii diabetes mellitus in remission"
"2288071000000116"	"type 2 diabetes mellitus in remission"
"2368911000000117"	"diabetic foot care education"
"2369111000000112"	"lifestyle education for diabetes"
"2378231000000112"	"discharge from secondary care diabetes service"
"2380481000000115"	"enquiry about diabetic erectile dysfunction declined"
"2415191000000113"	"diabetic peripheral neuropathic pain"
"2444761000000113"	"paediatric diabetic medicine care plan"
"2451551000000117"	"diabetes education care plan"
"2460251000000115"	"diabetic on non-insulin injectable medication"
"2460621000000111"	"provision of diabetes identity card"
"2461101000000116"	"has diabetes identity card"
"2465001000000115"	"diabetic injection administration education"
"2493341000000118"	"young townson footskin scale for diabetic neuropathy"
"2500921000000110"	"diabetic carbohydrate counting diet"
"2575261000006118"	"maternal diabetes mellitus with hypoglycaemia affecting foetus or newborn"
"2575271000006113"	"maternal diabetes mellitus with hypoglycemia affecting fetus or newborn"
"2575281000006111"	"maternal diabetes mellitus with hypoglycaemia affecting fetus or newborn"
"2576431000006117"	"dr - diabetic retinopathy"
"2586611000000113"	"seen by diabetes specialist nurse"
"2586691000000116"	"under care of hospital-based diabetes specialist nurse"
"2586731000000110"	"under care of community-based diabetes specialist nurse"
"2597931000006119"	"diabetic education"
"2609971000000114"	"referred by diabetes uk roadshow clinician"
"2683561000006119"	"brittle diabetes mellitus"
"2683581000006112"	"labile diabetes"
"2683591000006110"	"unstable diabetes mellitus"
"2737581000000113"	"signposting to diabetes uk"
"2867421000006114"	"insulin dependent diabetes mellitus type 1a"
"2867431000006112"	"insulin dependent diabetes mellitus type ia"
"2900951000006115"	"diabetic eye disease"
"2906401000006113"	"diabetic retinal microaneurysm"
"2920981000006117"	"diabetic coma"
"3039971000006114"	"pineal hyperplasia, insulin-resistant diabetes mellitus and somatic abnormalities"
"3209431000006116"	"diabetes mellitus type ii"
"3209441000006114"	"diabetes mellitus type 2"
"3232021000006110"	"neurohypophyseal diabetes insipidus"
"3232091000006112"	"central diabetes insipidus"
"3253231000006110"	"diabetes mellitus type i"
"3253241000006117"	"diabetes mellitus type 1"
"3253871000006114"	"nondiabetic proliferative retinopathy"
"3292081000006115"	"bullosis diabeticorum"
"3319861000006118"	"diabetic autonomic neuropathy"
"3416171000006118"	"necrobiosis lipoidica diabeticorum"
"3459801000006118"	"diabetes mellitus associated with hormonal aetiology"
"3511581000006114"	"pretibial pigmental patches in diabetes"
"3690681000006114"	"dm - diabetes mellitus"
"4392141000006116"	"lipoatrophic diabetes"
"4392221000006118"	"peripheral angiopathy due to diabetes mellitus"
"4539561000006114"	"history of diabetes mellitus"
"4636411000006110"	"diet controlled diabetes mellitus"
"4636471000006118"	"has seen dietitian - diabetes"
"4726201000006118"	"diabetology domiciliary visit requested"
"4758011000006112"	"type 2 diabetes mellitus with hyperosmolar coma"
"4758121000006115"	"insulin-dependent diabetes maturity onset"
"4771421000006116"	"ppdr - preproliferative diabetic retinopathy"
"4796321000006113"	"pre-existing type 2 diabetes mellitus"
"4808881000006117"	"diabetic hand syndrome"
"4808921000006113"	"diabetic neuropathic arthropathy"
"4929251000006115"	"diabetic nurse"
"5009561000006114"	"diabetic chronic painful polyneuropathy"
"5030771000006114"	"diabetic traction retinal detachment"
"5095031000006114"	"microalbuminuric diabetic nephropathy"
"5109461000006115"	"diabetes type 2 on insulin"
"5109561000006119"	"maturity onset diabetes of the young, type 2"
"5109611000006116"	"mody - maturity onset diabetes in youth type 2"
"5109621000006112"	"mody - maturity onset diabetes glucokinase-related"
"5110001000006118"	"pregnancy and type 2 diabetes mellitus"
"5110071000006112"	"hypoglycaemic event in diabetes"
"5110081000006110"	"hypoglycemic event in diabetes"
"5110091000006113"	"hypoglycaemic state in diabetes"
"5192411000006114"	"diabetic monitoring status"
"5505651000006113"	"diabetes mellitus uncontrolled"
"5549741000006110"	"diabetes clinic satisfaction questionnaire"
"5549771000006119"	"dtsq - diabetes treatment satisfaction questionnaire"
"5634901000006116"	"diabetic foot"
"5754581000006110"	"brittle type 1 diabetes mellitus"
"5933621000006118"	"perceived control of insulin-dependent diabetes"
"5942001000006110"	"under care of diabetic liaison nurse"
"5976641000006118"	"admission to diabetic department"
"5979491000006119"	"diabetes monitoring call"
"5987801000006113"	"diabetologist"
"5988631000006117"	"diabetes dietitian"
"5994181000006119"	"diabetic department"
"5997431000006115"	"diabetic liaison nurse"
"5999771000006115"	"diabetes monitoring invitation"
"6022581000006116"	"mild non-proliferative diabetic retinopathy"
"6022611000006112"	"mild nonproliferative diabetic retinopathy"
"6022621000006116"	"moderate nonproliferative diabetic retinopathy"
"6022691000006119"	"early proliferative diabetic retinopathy"
"6022761000006118"	"proliferative diabetic retinopathy - quiescent"
"6022831000006119"	"diabetic vitreous haemorrhage"
"6022871000006116"	"clinically significant diabetic macular oedema"
"6022921000006114"	"diabetic macular oedema"
"6022931000006112"	"diabetic macular edema"
"6030001000006116"	"insulin-dependent diabetes without complication"
"6041341000006114"	"focal diabetic maculopathy"
"6041411000006117"	"ischaemic diabetic maculopathy"
"6041431000006111"	"mixed diabetic maculopathy"
"6348911000006117"	"diabetic foot ulcer"
"6444031000006114"	"diabetic care assessment"
"6444051000006119"	"diabetic care"
"6444071000006112"	"diabetic care education"
"6515171000006112"	"nonproliferative diabetic retinopathy"
"6515201000006111"	"npdr - non proliferative diabetic retinopathy"
"6515211000006114"	"bdr - background diabetic retinopathy"
"6516331000006118"	"dna - did not attend diabetic clinic"
"6546241000006111"	"on examination - right diabetic foot at low risk"
"6546281000006117"	"on examination - right diabetic foot - ulcerated"
"6546321000006111"	"on examination - left diabetic foot at low risk"
"6546411000006113"	"on examination - left diabetic foot at moderate risk"
"6546431000006119"	"on examination - right diabetic foot at moderate risk"
"6611521000006112"	"diabetes self-monitoring health education"
"6612501000006110"	"diabetic foot at risk"
"6613341000006113"	"diabetic monitoring - injection sites abnormal"
"6615341000006112"	"diabetic monitoring - injection sites normal"
"6630561000006115"	"diabetic macular oedema not clinically significant"
"6630571000006110"	"diabetic macular edema not clinically significant"
"6630581000006113"	"very severe proliferative diabetic retinopathy"
"6630591000006111"	"diabetic retinal venous beading"
"6630661000006119"	"non-high-risk proliferative diabetic retinopathy with no macular oedema"
"6630721000006117"	"severe nonproliferative diabetic retinopathy with clinically significant macular oedema"
"6630751000006114"	"severe nonproliferative diabetic retinopathy with no macular oedema"
"6630821000006112"	"non-high-risk proliferative diabetic retinopathy with clinically significant macular oedema"
"6630851000006115"	"very severe nonproliferative diabetic retinopathy"
"6670981000006118"	"diabetic wet gangrene of the foot"
"6718121000006115"	"diabetes type"
"6761781000006114"	"on examination - right eye background diabetic retinopathy"
"6761801000006113"	"on examination - left eye background diabetic retinopathy"
"6761821000006115"	"on examination - right eye preproliferative diabetic retinopathy"
"6761841000006110"	"on examination - left eye preproliferative diabetic retinopathy"
"6761861000006114"	"on examination - right eye proliferative diabetic retinopathy"
"6761881000006116"	"on examination - left eye proliferative diabetic retinopathy"
"6837961000006116"	"panretinal photocoagulation for diabetes"
"6843971000006117"	"attended diabetes structured education program"
"6866541000006117"	"on examination - left eye stable treated proliferative diabetic retinopathy"
"6866781000006116"	"on examination - right chronic diabetic foot ulcer"
"6866901000006111"	"on examination - right eye stable treated proliferative diabetic retinopathy"
"6872991000006113"	"referral to diabetes structured education program"
"6888611000006119"	"diabetic record status"
"6931861000006110"	"infection of foot associated with diabetes"
"6951091000006110"	"diabetes type 1 with ketoacidosis"
"6953861000006110"	"diabetic ketoacidosis"
"6953871000006115"	"ketoacidosis in diabetes mellitus"
"6953891000006119"	"diabetic acidosis"
"6953901000006115"	"dka - diabetic ketoacidosis"
"6961081000006118"	"gangrene associated with type 1 diabetes mellitus"
"6969931000006116"	"diabetes type 2 with neurological disorder"
"6977421000006110"	"ketoacidosis in type ii diabetes mellitus"
"6982521000006119"	"diabetes type 2 with retinopathy"
"6985411000006117"	"diabetic skin ulcer"
"7032031000006112"	"diabetic peripheral neuropathy"
"7065531000006115"	"latent autoimmune diabetes mellitus in adult (lada)"
"7068831000006114"	"diabetes mellitus due to cystic fibrosis"
"7086001000006113"	"dietary education for type 2 diabetes mellitus"
"7086021000006115"	"dietary advice for type ii diabetes"
"7098211000006116"	"dietary education for type 1 diabetes mellitus"
"7107831000006117"	"diabetic education completed"
"7281511000006118"	"type 2 diabetes mellitus uncontrolled"
"7287611000006113"	"type 1 diabetes mellitus uncontrolled"
"7288191000006110"	"type 2 diabetes mellitus well controlled"
"7306751000006110"	"brittle type 2 diabetes mellitus"
"7480661000006114"	"h/o diabetes mellitus type 2"
"7480691000006118"	"h/o diabetes mellitus type 1"
"7480741000006116"	"history of maturity onset diabetes mellitus in young"
"7500191000006118"	"maturity onset diabetes of the young, type 1"
"7500211000006117"	"pre-existing diabetes mellitus in pregnancy"
"7500351000006110"	"renal cysts and diabetes syndrome"
"7507871000006114"	"diabetes self management plan"
"7565341000006118"	"diabetes clinic"
"7567341000006113"	"diabetes foot care clinic"
"7567351000006110"	"diabetes in pregnancy clinic"
"7567371000006117"	"diabetic retinopathy clinic"
"7613941000006113"	"diabetic glomerulosclerosis"
"7708051000006112"	"gastroparesis due to diabetes mellitus type i"
"7708081000006116"	"gastroparesis due to diabetes mellitus"
"7728071000006113"	"referral to diabetes service"
"7741101000006113"	"diabetic embryopathy"
"7804621000006115"	"not suitable for desmond (diabetes education and self management for ongoing and newly diagnosed) program"
"7812121000006117"	"diabetic retinopathy of eye not detected"
"7828041000006115"	"diabetic retinal eye exam"
"7851731000006116"	"diabetic mastopathy"
"7861581000006118"	"diabetic radiculoplexus neuropathy"
"7863801000006113"	"lumbosacral plexopathy co-occurrent and due to diabetes mellitus"
"7863811000006111"	"lumbosacral plexopathy with diabetes mellitus"
"7966571000006116"	"mixed hyperlipidaemia associated with type ii diabetes mellitus"
"7966931000006114"	"angina associated with type 2 diabetes mellitus"
"7968751000006116"	"diabetes mellitus type 2 without retinopathy"
"7969001000006112"	"foot ulcer due to type 2 diabetes mellitus"
"7979841000006113"	"diabetic retinal eye exam not done"
"8006221000006115"	"microalbuminuria due to type 1 diabetes mellitus"
"8012061000006117"	"type 2 diabetic on insulin"
"8012071000006112"	"type ii diabetes on insulin"
"8012081000006110"	"type 2 diabetic on diet only"
"8012091000006113"	"type ii diabetes on diet only"
"8014501000006115"	"diabetes mellitus type 1 without retinopathy"
"8024771000006113"	"rubeosis iridis due to type 1 diabetes mellitus"
"8026041000006113"	"forefoot ulcer due to type 2 diabetes mellitus"
"8026061000006112"	"heel and/or midfoot ulcer due to type 1 diabetes mellitus"
"8027521000006110"	"microalbuminuria due to type 2 diabetes mellitus"
"8035211000006110"	"dyslipidemia with high density lipoprotein below reference range and triglyceride above reference range due to type 2 diabetes mellitus"
"8044171000006110"	"neuropathic toe ulcer due to type 2 diabetes mellitus"
"8044221000006116"	"ischaemic foot ulcer due to type 2 diabetes mellitus"
"8048421000006113"	"proteinuria due to type 2 diabetes mellitus"
"8060931000006110"	"no diabetic retinopathy"
"8064411000006119"	"diabetic with adequate control"
"8077141000006113"	"proteinuria due to type 1 diabetes mellitus"
"8082941000006118"	"attended desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"
"8082951000006116"	"attended diabetes education and self management for ongoing and newly diagnosed structured programme"
"8084961000006111"	"diabetes type ii review"
"8098221000006116"	"attended expert patient education versus routine treatment diabetes structured education programme"
"8098241000006111"	"attended xpert (expert patient education versus routine treatment) diabetes structured education programme"
"8098261000006110"	"attended dose adjustment for normal eating diabetes structured education programme"
"8098281000006117"	"attended dafne (dose adjustment for normal eating) diabetes structured education programme"
"8098291000006119"	"dose adjustment for normal eating diabetes structured education programme completed"
"8098311000006115"	"dafne (dose adjustment for normal eating) diabetes structured education programme completed"
"8098321000006111"	"diabetes education and self management for ongoing and newly diagnosed structured programme completed"
"8098341000006116"	"desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme completed"
"8098351000006119"	"expert patient education versus routine treatment diabetes structured education programme completed"
"8098371000006112"	"xpert (expert patient education versus routine treatment) diabetes structured education programme completed"
"8098861000006114"	"referral to dose adjustment for normal eating diabetes structured education programme"
"8098931000006110"	"referral to diabetes education and self management for ongoing and newly diagnosed diabetes structured programme"
"8098951000006115"	"referral to desmond (diabetes education and self management for ongoing and newly diagnosed) diabetes structured programme"
"8098961000006118"	"referral to expert patient education versus routine treatment diabetes structured education programme"
"8098981000006111"	"referral to xpert (expert patient education versus routine treatment) diabetes structured education programme"
"8099131000006117"	"did not complete dose adjustment for normal eating diabetes structured education programme"
"8099151000006112"	"did not complete dafne (dose adjustment for normal eating) diabetes structured education programme"
"8099161000006114"	"did not complete diabetes education and self management for ongoing and newly diagnosed structured programme"
"8099181000006116"	"did not complete desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"
"8099221000006113"	"did not complete expert patient education versus routine treatment diabetes structured education programme"
"8099281000006112"	"did not attend dose adjustment for normal eating diabetes structured education programme"
"8099301000006111"	"did not attend dafne (dose adjustment for normal eating) diabetes structured education programme"
"8099311000006114"	"did not attend diabetes education and self management for ongoing and newly diagnosed structured programme"
"8099331000006115"	"did not attend desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme"
"8099341000006113"	"did not attend expert patient education versus routine treatment diabetes structured education programme"
"8099361000006112"	"did not attend xpert (expert patient education versus routine treatment) diabetes structured education programme"
"8119331000006114"	"hyperglycaemia due to type 1 diabetes mellitus"
"8120401000006111"	"hyperosmolar coma due to secondary diabetes mellitus"
"8120431000006115"	"mild nonproliferative retinopathy due to secondary diabetes mellitus"
"8195201000006113"	"history of diabetic complication"
"8232101000006117"	"referral to type i diabetes structured education programme"
"8240511000006110"	"h/o: secondary diabetes mellitus"
"8241041000006113"	"symptomatic diabetic peripheral neuropathy"
"8241691000006114"	"h/o: diabetic nephropathy"
"8242821000006115"	"no diabetic autonomic neuropathy"
"8243411000006117"	"referral to desmond (diabetes education and self management for ongoing and newly diagnosed) structured programme declined"
"8244671000006110"	"h/o diabetic ketoacidosis"
"8259001000006114"	"self management of diabetes"
"8259591000006113"	"referral to diabetic clinic"
"8267041000006114"	"diabetes monitoring injection site check declined"
"8267081000006115"	"diabetes monitoring injection site not checked"
"8275381000006118"	"endocrinology and diabetes"
"8279271000006111"	"provision of written information about diabetes"
"8286801000006115"	"education about diabetic neuropathy"
"8286821000006113"	"education about diabetic nephropathy"
"8286851000006116"	"education about diabetic retinopathy"
"8297051000006113"	"referral to dafne (dose adjustment for normal eating) diabetes structured education programme declined"
"8352721000006117"	"diabetic medicine service"
"8413691000006118"	"x-pert (expert patient education versus routine treatment) first steps diabetes self-management programme completed"
"8428501000006113"	"seen in diabetes preconception counselling clinic"
"8428511000006111"	"seen in community diabetes antenatal clinic"
"8428521000006115"	"seen in hospital diabetes antenatal clinic"
"8438161000006115"	"type 2 diabetes mellitus risk assessment invitation"
"8438181000006113"	"type 2 diabetes mellitus risk assessment invitation first letter"
"8438201000006114"	"type 2 diabetes mellitus risk assessment invitation second letter"
"8438221000006116"	"type 2 diabetes mellitus risk assessment invitation third letter"
"8438261000006110"	"type 2 diabetes mellitus risk assessment telephone invitation"
"8438281000006117"	"type 2 diabetes mellitus risk assessment invitation sms (short message service) text message"
"8439941000006112"	"diabetes monitoring sms (short message service) text message first invitation"
"8439961000006111"	"diabetes monitoring sms (short message service) text message second invitation"
"8439971000006116"	"diabetes monitoring sms (short message service) text message third invitation"
"8440231000006115"	"eating disorder co-occurrent with diabetes mellitus type 1"
"8454931000006116"	"paediatric diabetes service"
"8459531000006110"	"diabetes monitoring invitation email"
"9313441000006115"	"diabetes type 2 with diabetic ulcer of left foot"
"11633211000006112"	"atypical diabetes mellitus"
"11633221000006116"	"adm - atypical diabetes mellitus"
"11924351000006118"	"diabetes treatment satisfaction questionnaire"
"11931121000006112"	"diabetes distress scale 17 item"
"12010081000006119"	"provision of patient held diabetes record declined"
"12078901000006118"	"cataract of right eye due to diabetes mellitus"
"12078931000006114"	"cataract of left eye due to diabetes mellitus"
"12078961000006117"	"diabetic cataract of bilateral eyes"
"12085021000006113"	"preproliferative diabetic retinopathy of right eye"
"12085031000006111"	"preproliferative retinopathy of right eye co-occurrent and due to diabetes mellitus"
"12085051000006116"	"preproliferative diabetic retinopathy of left eye"
"12085071000006114"	"mild nonproliferative diabetic retinopathy of right eye"
"12085091000006110"	"mild non-proliferative diabetic retinopathy of right eye"
"12085121000006114"	"mild nonproliferative diabetic retinopathy of left eye"
"12085141000006119"	"mild non-proliferative diabetic retinopathy of left eye"
"12085171000006110"	"moderate nonproliferative diabetic retinopathy of right eye"
"12085181000006113"	"moderate non-proliferative diabetic retinopathy of right eye"
"12085211000006112"	"moderate nonproliferative diabetic retinopathy of left eye"
"12085231000006118"	"moderate non-proliferative diabetic retinopathy of left eye"
"12085251000006113"	"severe nonproliferative diabetic retinopathy of right eye"
"12085291000006119"	"severe nonproliferative diabetic retinopathy of left eye"
"12085721000006110"	"diabetic macular oedema of right eye"
"12085761000006116"	"diabetic macular oedema of left eye"
"12085791000006112"	"diabetic macular edema of left eye"
"12085891000006118"	"clinically significant macular oedema of right eye co-occurrent and due to diabetes mellitus"
"12085921000006112"	"clinically significant macular oedema of left eye due to diabetes mellitus"
"12086281000006113"	"diabetic maculopathy of right eye"
"12086331000006116"	"diabetic maculopathy of left eye"
"12102571000006117"	"clinically significant macular oedema with diabetes mellitus"
"12115561000006115"	"remote diabetes structured education and support programme commenced"
"12115571000006110"	"remote diabetes structured education and support programme completed"
