"medcodeid"	"depression"	"Term"	"OriginalReadCode"	"CleansedReadCode"	"SnomedCTConceptId"	"SnomedCTDescriptionId"	"Release"	"EmisCodeCategoryId"
"476791000000114"	1	"previous history of anti-depressant misuse"	"1TC3"	"1TC3.00"	277911000000102	476791000000114	NA	27
"512191000000113"	1	"h/o anti-depressant misuse"	"1TC"	"1TC..00"	276991000000109	512191000000113	NA	27
"852491000006115"	1	"moderate risk of self neglect"	"EMISQMO3"	""	852491000006104	852491000006115	NA	1
"1166201000000117"	1	"antidepressant drug treatment stopped"	"665A0"	"665A000"	698459008	2974536011	NA	1
"1655891000000114"	1	"postnatal depression not discussed"	"8ID"	"8ID..00"	698569004	2974815017	NA	32
"1749681000006112"	1	"visual analogue mood scale"	"EMISNQVI11"	""	1749681000006108	1749681000006112	NA	3
"1771781000000111"	1	"assessment using whooley depression screen"	"68910"	"6891000"	792491000000100	1771781000000111	NA	1
"2143511000000118"	1	"antidepressant drug treatment changed"	"66580"	"6658000"	823501000000106	2143511000000118	NA	1
"2347721000000119"	1	"tricyclic antidepressant contraindicated"	"8I2v"	"8I2v.00"	913591000000104	2347721000000119	NA	32
"2391741000000112"	1	"depression screening declined"	"8IH31"	"8IH3100"	720834000	3322230012	NA	32
"216236010"	1	"edinburgh postnatal depression scale at 8 months declined"	"8I3F"	"8I3F.00"	449413009	2902068015	NA	32
"295321011"	1	"nondependent antidepressant type drug abuse nos"	"E258z"	"E258z00"	191928000	295315012	NA	32
"295504018"	1	"adjustment reaction with disturbance of other emotion nos"	"E292z"	"E292z00"	17226007	29122012	NA	32
"295573011"	1	"mixed disturbance of conduct and emotion nos"	"E2C4z"	"E2C4z00"	192099000	295570014	NA	32
"296207019"	1	"[x]other persistent mood affective disorders"	"Eu34y"	"Eu34y00"	386782008	1480909013	NA	32
"296218019"	1	"[x]other specified mood affective disorders"	"Eu3yy"	"Eu3yy00"	46206005	77054013	NA	32
"296271019"	1	"[x]other reactions to severe stress"	"Eu43y"	"Eu43y00"	271952001	406972015	NA	32
"2164006016"	1	"depressed"	"1B17"	"1B17.00"	366979004	490537016	NA	27
"102731000006113"	1	"tired all the time"	"1683"	"1683.00"	267032009	397879018	NA	27
"302031000006118"	1	"[d]self neglect"	"Ry18"	"Ry18.00"	248054003	370326011	NA	32
"351391000006116"	1	"[x] adverse reaction to antidepressants nos"	"U6092-3"	"U609213"	292275009	432408012	NA	5
"363271000006115"	1	"[x]anhedonia sexual"	"Eu521-1"	"Eu52111"	55728007	92665016	NA	32
"425561000006114"	1	"[x]schizoaffective psychosis, depressive type"	"Eu251-1"	"Eu25111"	84760002	140519016	NA	32
"461821000006111"	1	"adjustment reaction, predominant disturbance other emotions"	"E292"	"E292.00"	17226007	29122012	NA	32
"586671000006114"	1	"nondependent antidepressant type drug abuse"	"E258"	"E258.00"	191928000	295315012	NA	32
"701591000006118"	1	"mixed disturbance of conduct and emotion"	"E2C4"	"E2C4.00"	192099000	295570014	NA	32
"408988011"	1	"hospital anxiety and depression scale"	"388J"	"388J.00"	401320004	1780507012	NA	3
"12451461000006112"	1	"single major depressive episode, moderate"	"^ESCT1245146"	""	15639000	142511000006119	NA	32
"5551611000006116"	1	"hads - hospital anxiety and depression scale"	"^ESCTHA555161"	""	273524006	408989015	NA	32
"11927071000006116"	1	"geriatric depression scale"	"^ESCT1192707"	""	273481004	408926012	NA	32
"11929371000006112"	1	"hrsd - hamilton rating scale for depression"	"^ESCT1192937"	""	273503001	408956015	NA	32
"5551011000006114"	1	"gds - geriatric depression scale"	"^ESCTGD555101"	""	273481004	408927015	NA	32
"11903781000006118"	1	"single major depressive episode, mild"	"^ESCT1190378"	""	191601008	294825017	NA	31
"5551551000006116"	1	"hopelessness scale"	"^ESCTHO555155"	""	273520002	408983019	NA	31
"11903771000006116"	1	"single major depressive episode, in full remission"	"^ESCT1190377"	""	191606003	294831019	NA	31
"5551621000006112"	1	"had - hospital anxiety and depression scale"	"^ESCTHA555162"	""	273524006	408990012	NA	32
"5549591000006114"	1	"dsrs - depression self rating scale"	"^ESCTDS554959"	""	273403004	408793016	NA	31
"5550301000006119"	1	"epds - edinburgh postnatal depression scale"	"^ESCTEP555030"	""	273441006	408860016	NA	32
"5554911000006112"	1	"poms - profile of mood states"	"^ESCTPO555491"	""	273717007	409302014	NA	31
"2953611000006110"	1	"crying"	"^ESCTCR295361"	""	28263002	47305015	NA	31
"11929381000006110"	1	"hamd - hamilton rating scale for depression"	"^ESCT1192938"	""	273503001	408955016	NA	32
"5558631000006119"	1	"sds - zung self-rating depression scale"	"^ESCTSD555863"	""	273940003	409645010	NA	31
"5548451000006110"	1	"bdrs - brief depression rating scale"	"^ESCTBD554845"	""	273333007	408673015	NA	31
"5551021000006118"	1	"geriatric depression score"	"^ESCTGE555102"	""	273481004	408928013	NA	32
"11779381000006115"	1	"[x]single episode agitated depressn w'out psychotic symptoms"	"^ESCT1177938"	""	455731000000100	1030111000000112	NA	31
"12460591000006117"	1	"[v]screening for depression"	"^ESCT1246059"	""	463421000000102	878411000000118	NA	31
"12452121000006118"	1	"recurrent major depressive episodes, in full remission"	"^ESCT1245212"	""	191615005	294843018	NA	31
"397879018"	1	"tired all the time"	"E205-2"	"E205.12"	267032009	397879018	NA	27
"1787480011"	1	"risk of self neglect"	"14OK"	"14OK.00"	401233007	1787480011	NA	17
"461291016"	1	"[v]screening for depression"	"ZV790"	"ZV79000"	171207006	265300015	NA	1
"5549571000006113"	1	"depression anxiety scale"	"^ESCTDE554957"	""	273402009	408791019	NA	31
"11903791000006115"	1	"single major depressive episode, moderate"	"^ESCT1190379"	""	191602001	294826016	NA	31
"5554901000006114"	1	"profile of mood states"	"^ESCTPR555490"	""	273717007	409301019	NA	31
"12451451000006110"	1	"single major depressive episode, in full remission"	"^ESCT1245145"	""	19527009	142491000006113	NA	32
"11921141000006115"	1	"[x]recurrent severe episodes/reactive depressive psychosis"	"^ESCT1192114"	""	191613003	424681000006118	NA	32
"359151000006113"	1	"[x] senile dementia, depressed or paranoid type"	"Eu02z-6"	"Eu02z16"	191457008	294644014	NA	32
"408956015"	1	"hrsd - hamilton rating scale for depression"	"38Dp-1"	"38Dp.11"	761880008	3634135014	NA	3
"424571000006115"	1	"[x]recurrent depress disorder cur epi severe with psyc symp"	"Eu333"	"Eu33300"	28475009	47670016	NA	32
"318033015"	1	"[x]state of emotional shock and stress, unspecified"	"Ryu58"	"Ryu5800"	442347009	2821158018	NA	32
"294868016"	1	"bipolar affective disorder, currently depressed, nos"	"E115z"	"E115z00"	191627008	294859018	NA	32
"295477014"	1	"other acute stress reactions"	"E283"	"E283.00"	67195008	500648010	NA	32
"851551000006116"	1	"risk of self neglect"	"EMISQRI18"	""	851551000006100	851551000006116	NA	1
"853441000006118"	1	"emotional upset"	"EGTON168"	""	853441000006102	853441000006118	NA	27
"25271000000116"	1	"stress clinic administration"	"9ON-1"	"9ON..11"	713581000000105	1564821000000110	NA	37
"406968019"	1	"tearful"	"1685"	"1685.00"	271951008	406968019	NA	27
"446851016"	1	"crying"	"1B1P"	"1B1P.00"	304534000	446851016	NA	27
"295319018"	1	"nondependent antidepressant type drug abuse, episodic"	"E2582"	"E258200"	191931004	295319018	NA	32
"1488793011"	1	"emotional and psychosocial support and advice"	"8O82"	"8O82.00"	395094003	1488793011	NA	32
"5547981000006111"	1	"behaviour and mood disturbance scale"	"^ESCTBE554798"	""	273310006	408625013	NA	31
"1730231000000110"	1	"antidepressant drug treatment started"	"66590"	"6659000"	764639002	3654329014	NA	1
"361881000006115"	1	"[x]accidental poisoning with antidepressant"	"U1A4-1"	"U1A4.11"	216545008	328640016	NA	32
"425691000006119"	1	"[x]schizophreniform psychosis, depressive type"	"Eu251-2"	"Eu25112"	84760002	1234980016	NA	32
"487501000006110"	1	"antidepressant poisoning"	"SL90"	"SL90.00"	82276009	1234698019	NA	32
"121781000006113"	1	"stress monitoring 3rd letter"	"9ON6"	"9ON6.00"	185782002	285786019	NA	37
"296208012"	1	"[x]persistent mood affective disorder, unspecified"	"Eu34z"	"Eu34z00"	386782008	1480909013	NA	32
"328644013"	1	"accidental poisoning by antidepressants nos"	"T840z"	"T840z00"	216545008	328640016	NA	32
"331126017"	1	"adverse reaction to antidepressants nos"	"TJ90z"	"TJ90z00"	292275009	432408012	NA	5
"216235014"	1	"edinburgh postnatal depression scale declined"	"8I3G"	"8I3G.00"	720834000	3322230012	NA	32
"305421000000112"	1	"depression screening using questions"	"6896"	"6896.00"	200971000000100	305421000000112	NA	1
"512391000000111"	1	"h/o daily anti-depressant misuse"	"1TC0"	"1TC0.00"	277821000000103	512391000000111	NA	27
"2549138014"	1	"depression anxiety stress scales anxiety score"	"388b"	"388b.00"	416619008	2549138014	NA	3
"285790017"	1	"stress monitoring check done"	"9ONA"	"9ONA.00"	185786004	285790017	NA	37
"5557821000006117"	1	"wakefield self-assessment depression inventory"	"^ESCTWA555782"	""	273913003	409605018	NA	31
"11903751000006114"	1	"single major depressive episode"	"^ESCT1190375"	""	268620009	401766011	NA	31
"11927061000006111"	1	"hospital anxiety and depression scale"	"^ESCT1192706"	""	273524006	408988011	NA	32
"8132831000006115"	1	"[x]overdose - antidepressant"	"^ESCTXO813283"	""	394411000000101	957191000000111	NA	31
"408926012"	1	"geriatric depression score"	"388K"	"388K.00"	425402008	2674623016	NA	3
"12727931000006110"	1	"depressive disorder nec"	"^ESCT1272793"	""	609311000000100	1347681000000113	NA	31
"367091000006118"	1	"[x]bipolar affect disorder cur epi mild or moderate depressn"	"Eu313"	"Eu31300"	191630001	294863013	NA	32
"511661000000116"	1	"[x]emotional behavioural problems"	"Eu92-1"	"Eu92.11"	5793009	498014018	NA	32
"513731000006112"	1	"bipolar affect disord, now depressed, severe, no psychosis"	"E1153"	"E115300"	61403008	102016011	NA	32
"294861010"	1	"bipolar affective disorder, currently depressed, unspecified"	"E1150"	"E115000"	191627008	294859018	NA	32
"296209016"	1	"[x]other mood affective disorders"	"Eu3y"	"Eu3y.00"	46206005	77054013	NA	32
"1780429013"	1	"moderate risk of self neglect"	"14OM"	"14OM.00"	401235000	1780429013	NA	32
"1780507012"	1	"had scale: depression score"	"388P"	"388P.00"	401320004	1780507012	NA	3
"369925011"	1	"reduced concentration span"	"1BR0"	"1BR0.00"	247762003	369925011	NA	27
"31960011"	1	"mood swings"	"1BO"	"1BO..00"	18963009	31960011	NA	27
"285779010"	1	"attends stress monitoring"	"9ON1"	"9ON1.00"	185777009	285779010	NA	37
"294860011"	1	"manic-depressive - now depressed"	"E115-1"	"E115.11"	191627008	294860011	NA	32
"5558621000006117"	1	"zung self-rating depression scale"	"^ESCTZU555862"	""	273940003	409646011	NA	31
"11924511000006113"	1	"edinburgh postnatal depression scale"	"^ESCT1192451"	""	273441006	408859014	NA	32
"11929391000006113"	1	"madrs - montgomery-asberg depression rating scale"	"^ESCT1192939"	""	446087008	1725571000000115	NA	32
"5933661000006112"	1	"positive and negative affect schedule"	"^ESCTPO593366"	""	304755000	447142018	NA	31
"12491051000006113"	1	"antidepressant drug treatment started"	"^ESCT1249105"	""	774531000000101	1730231000000110	NA	31
"5549581000006111"	1	"depression self rating scale"	"^ESCTDE554958"	""	273403004	408792014	NA	31
"11776661000006110"	1	"[x]single episode major depression w'out psychotic symptoms"	"^ESCT1177666"	""	401211000000106	1030121000000118	NA	31
"5551301000006113"	1	"hamilton rating scale for depression"	"^ESCTHA555130"	""	273503001	408954017	NA	32
"11914901000006114"	1	"[x]depressive personality disorder"	"^ESCT1191490"	""	78667006	376751000006117	NA	32
"5547921000006112"	1	"bdi - beck depression inventory"	"^ESCTBD554792"	""	273306008	408618018	NA	31
"5547911000006116"	1	"beck depression inventory"	"^ESCTBE554791"	""	273306008	408617011	NA	3
"513721000006114"	1	"bipolar affect disord, now depressed, severe with psychosis"	"E1154"	"E115400"	765176007	3657334019	NA	32
"396781000006119"	1	"[x]manic-depress psychosis,depressed type+psychotic symptoms"	"Eu333-2"	"Eu33312"	765176007	3657334019	NA	32
"745571000006112"	1	"irritable - symptom"	"1B15-1"	"1B15.11"	55929007	497462015	NA	27
"401877014"	1	"[x]other single mood affective disorders"	"Eu3y0"	"Eu3y000"	46206005	77054013	NA	32
"401878016"	1	"[x]other recurrent mood affective disorders"	"Eu3y1"	"Eu3y100"	386782008	1480909013	NA	32
"401879012"	1	"[x]unspecified mood affective disorder"	"Eu3z"	"Eu3z.00"	46206005	77054013	NA	32
"295483012"	1	"other acute stress reaction nos"	"E283z"	"E283z00"	67195008	500648010	NA	32
"295517015"	1	"other adjustment reaction with withdrawal"	"E29y5"	"E29y500"	17226007	29122012	NA	32
"1691271000000117"	1	"visual analogue mood scale"	"38801"	"3880100"	762971000000107	1691271000000117	NA	32
"981181000006117"	1	"mood swings"	"EMISCMO2"	""	981181000006101	981181000006117	NA	27
"982241000006110"	1	"depression anxiety stress scales anxiety score"	"EMISNQDE3"	""	982241000006106	982241000006110	NA	3
"982261000006114"	1	"depression anxiety stress scales depression score"	"EMISNQDE5"	""	982261000006105	982261000006114	NA	3
"11928191000006118"	1	"basdec - brief assessment schedule depression cards score"	"^ESCT1192819"	""	248641000000109	407321000000119	NA	32
"1230451012"	1	"adjustment reaction with anxious mood"	"E2924"	"E292400"	47372000	1230451012	NA	32
"407107015"	1	"c/o - 'tired all the time'"	"1683-1"	"1683.11"	272062008	407107015	NA	27
"454063017"	1	"c/o tearfulness"	"1B1I1"	"1B1I100"	310480000	454063017	NA	27
"328640016"	1	"accidental poisoning by antidepressants"	"T840"	"T840.00"	216545008	328640016	NA	32
"292101000006115"	1	"self-neglect"	"R2y3-1"	"R2y3.11"	248054003	370326011	NA	32
"5932981000006118"	1	"beck hopelessness scale"	"^ESCTBE593298"	""	304710007	447081015	NA	31
"11927001000006110"	1	"loss of hope for the future"	"^ESCT1192700"	""	247798006	369974012	NA	31
"5647821000006114"	1	"health of the nation outcome scale item 7 - depressed mood"	"^ESCTHE564782"	""	281121006	419061018	NA	31
"5933701000006116"	1	"profile of mood states, bipolar"	"^ESCTPR593370"	""	304757008	447145016	NA	31
"5548441000006113"	1	"brief depression rating scale"	"^ESCTBR554844"	""	273333007	408674014	NA	31
"5558141000006117"	1	"who depression scale"	"^ESCTWH555814"	""	273929006	409632011	NA	31
"11918531000006118"	1	"[x]mild depressive episode"	"^ESCT1191853"	""	430421000000104	904321000000110	NA	31
"3071801000006112"	1	"depressed"	"^ESCTDE307180"	""	35489007	486187010	NA	32
"7043841000006115"	1	"geriatric depression score"	"^ESCTGE704384"	""	425402008	7043841000006115	NA	3
"424531000006118"	1	"[x]recurr depress disorder cur epi severe without psyc sympt"	"Eu332"	"Eu33200"	310497006	454084010	NA	32
"351381000006119"	1	"[x] adverse reaction to antidepressant"	"U6092-1"	"U609211"	292275009	432408012	NA	5
"417071000006110"	1	"[x]other unspec antidepres caus advers effect in therap use"	"U6092"	"U609200"	292275009	432408012	NA	5
"295316013"	1	"nondependent antidepressant type drug abuse, unspecified"	"E2580"	"E258000"	191928000	295315012	NA	32
"2518361000000115"	1	"hospital anxiety and depression scale declined"	"8IE51"	"8IE5100"	988671000000106	2518361000000115	NA	32
"2139351000000110"	1	"euroqol five dimension five level anxiety depression score"	"38GJ0"	"38GJ000"	821611000000108	2139351000000110	NA	32
"982251000006112"	1	"depression anxiety stress scales stress score"	"EMISNQDE4"	""	982251000006108	982251000006112	NA	3
"852471000006116"	1	"high risk of self neglect"	"EMISQHI1"	""	852471000006100	852471000006116	NA	1
"504361000006116"	1	"beck depression inventory"	"EMISHGT019"	""	504361000006100	504361000006116	NA	3
"497343017"	1	"adjustment reaction with mixed disturbance of emotion"	"E292y"	"E292y00"	55668003	497343017	NA	32
"5252351000006113"	1	"neglect of personal hygiene"	"^ESCTNE525235"	""	248056001	370328012	NA	31
"8237791000006110"	1	"nondependent antidepressant type drug abuse"	"^ESCTNO823779"	""	764651000000101	1696301000000113	NA	31
"294897018"	1	"affective psychosis"	"E11z"	"E11z.00"	441704009	2817266014	NA	32
"317091018"	1	"feeling unhappy"	"R00z6"	"R00z600"	420038007	2576561011	NA	32
"334669011"	1	"overdose of antidepressant drug"	"U204-1"	"U204.11"	295830007	436211014	NA	32
"121871000006118"	1	"stress reaction causing mixed disturbance of emotion and conduct"	"E284"	"E284.00"	192044009	295484018	NA	32
"367051000006112"	1	"severe depressed bipolar i disorder without psychotic features"	"Eu314"	"Eu31400"	61403008	102016011	NA	32
"398541000006116"	1	"bipolar affective disorder , current episode mixed"	"Eu3y0-1"	"Eu3y011"	192362008	296129011	NA	32
"398851000006117"	1	"affective disorder"	"Eu3"	"Eu3..00"	46206005	1494743015	NA	32
"429581000006118"	1	"antidepressant drug adverse reaction"	"U6090"	"U609000"	292275009	432408012	NA	5
"408859014"	1	"edinburgh postnatal depression scale score"	"3885"	"3885.00"	450320001	2915926015	NA	3
"296204014"	1	"disturbance in affect"	"Eu34"	"Eu34.00"	386782008	1480909013	NA	32
"317980011"	1	"undue concern and preoccupation with stressful events"	"Ry15"	"Ry15.00"	274653009	410489019	NA	32
"464831000006111"	1	"adverse reaction to antidepressant"	"TJ90"	"TJ90.00"	292275009	2164356019	NA	5
"513711000006118"	1	"depressed bipolar i disorder in partial remission"	"E1155"	"E115500"	49512000	82468013	NA	32
"408955016"	1	"ham-d (hamilton rating scale for depression) score"	"38Dp"	"38Dp.00"	761880008	3634135014	NA	3
"121841000006114"	1	"stress monitoring telephone invite"	"9ON8"	"9ON8.00"	185784001	285788018	NA	37
"303531000000114"	1	"patient health questionnaire nine item score"	"388f"	"388f.00"	720433000	3320743016	NA	3
"307111000000119"	1	"beck depression inventory ii score"	"388g"	"388g.00"	718366000	3312015013	NA	3
"486881000006117"	1	"poisoning by antidepressant"	"SL90z"	"SL90z00"	82276009	136477016	NA	32
"613751000006114"	1	"depression screening"	"6891"	"6891.00"	171207006	265300015	NA	1
"1817101000006110"	1	"inadequate oral food intake for physiological needs"	"R037"	"R037.00"	699653008	2985821017	NA	32
"396771000006117"	1	"[x] manic-depressive psychosis, depressed type without psychotic symptoms"	"Eu332-3"	"Eu33213"	36474008	60885016	NA	32
"426891000006114"	1	"[x] single episode agitated depression without psychotic symptoms"	"Eu322-1"	"Eu32211"	310497006	454084010	NA	32
"1661451000000110"	1	"madrs (montgomery-asberg depression rating scale) score"	"38Dq"	"38Dq.00"	763265004	3638323010	NA	3
"407321000000119"	1	"basdec (brief assessment schedule depression cards) score"	"388l"	"388l.00"	718316006	3311871011	NA	3
"1590841000006119"	1	"phq (patient health questionnaire) 9 declined"	"8IA1"	"8IA1.00"	279911000000106	1676271000000119	NA	32
"379431000006113"	1	"dysthymia"	"Eu341"	"Eu34100"	78667006	130532011	NA	32
"425501000006113"	1	"schizoaffective disorder, depressive type"	"Eu251"	"Eu25100"	84760002	140519016	NA	32
"404011000006112"	1	"organic mood disorder"	"Eu053"	"Eu05300"	23645006	39698011	NA	32
"513751000006117"	1	"bipolar affective disorder, current episode depression"	"E115"	"E115.00"	191627008	294859018	NA	32
"461761000006110"	1	"adjustment reaction with mixed disturbance of emotion and conduct"	"E294"	"E294.00"	66381006	500397012	NA	32
"513861000006113"	1	"bipolar affective disorder, currently depressed, in full remission"	"E1156"	"E115600"	191634005	294867014	NA	32
"742321000006111"	1	"feeling irritable"	"1B15"	"1B15.00"	55929007	497462015	NA	27
"1146851000000112"	1	"howru rating score - feeling low or worried"	"16ZB1"	"16ZB100"	1038231000000105	2620321000000113	NA	27
